*用户名,*产品类别,,*原料成分,,"*主要用途 (可多选,用“|”分隔)",*货品名称,*适用季节,*成份及含量,纱支,密度,*幅宽(cm),克重(g/m²),染整工艺,,*图案一,,*图案二,,货号,颜色,*供货方式,*计量单位,*价格区间,,,,,,可售总量,发货天数,详细描述,信息有效期限,,商品图片
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,JYY20007#染色,秋季|冬季,36.1％晴纶+59.6％涤纶+4.3％棉,21S-1/7.9NM-1/3.3NM*21S-1/7.9NM-1/3.3NM,,165,270,印染工艺,常规染色,,,,,HM1017300032,,期货,米,1000,60.03,,,,,,,,,,FCEC1017300032.JPG
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,2632#染色,秋季|冬季,85％涤纶15％人棉,21S*21S,,172,128,印染工艺,常规染色,,,,,HM1017300031,,期货,米,1000,48.77,,,,,,,,,,FCEC1017300031.JPG
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,2737#珊瑚绒染色,秋季|冬季,86.6%睛纶+11.7%锦纶+1.7%涤纶,36S-32S-50D/24F*36S-32S-50D/24F,,165,260,印染工艺,常规染色,,,,,HM1017300030,,期货,米,1000,58.19,,,,,,,,,,FCEC1017300030.JPG
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,2725#冰丝花灰绒染色,秋季|冬季,97%涤纶+3%氨纶,100D/36F-50D/24F*100D/36F-50D/24F,,155,225,印染工艺,常规染色,,,,,HM1017300029,,期货,米,1000,44.51,,,,,,,,,,FCEC1017300029.JPG
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,S600#染色,秋季|冬季,96.5%涤纶+3.5%氨纶,30S+30D*30S+30D,,155,180,印染工艺,常规染色,,,,,HM1017300028,,期货,米,1000,51.23,,,,,,,,,,FCEC1017300028.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,30786#-横间染色,秋季|冬季,45.6%腈纶+11.4%锦纶+40%涤纶+3%氨纶,21S+36S+40D*21S+36S+40D,,160,250,印染工艺,常规染色,,,,,HM1017300027,,期货,米,1000,58.47,,,,,,,,,,FCEC1017300027.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,6#新花灰绒-染色磨毛,秋季|冬季,97%涤纶+3%氨纶,200D/96F+120D/96F+50D/24F+40D*200D/96F+120D/96F+50D/24F+40D,,162,220,印染工艺,常规染色,,,,,HM1017300026,,期货,米,1000,42.8,,,,,,,,,,FCEC1017300026.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,1093#染色,秋季|冬季,64%晴纶+36%锦纶,36S+30D/1F*36S+30D/1F,,150,110,印染工艺,常规染色,,,,,HM1017300025,,期货,米,1000,83.73,,,,,,,,,,FCEC1017300025.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,30320#米兰丝染色,秋季|冬季,100%涤纶,30S*30S,,160,125,印染工艺,常规染色,,,,,HM1017300024,,期货,米,1000,44.67,,,,,,,,,,FCEC1017300024.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,2720#富丽丝染色,秋季|冬季,92.5%涤纶 + 7.5%氨纶,120D/96F+40D*120D/96F+40D,,160,200,印染工艺,常规染色,,,,,HM1017300023,,期货,米,1000,42.8,,,,,,,,,,FCEC1017300023.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,JYY40061#-横间色织磨毛,秋季|冬季,100%涤纶,30S+40D*30S+40D,,160,210,印染工艺,常规染色,,,,,HM1017300022,,期货,米,1000,41.49,,,,,,,,,,FCEC1017300022.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,2736#兔毛绒染色,秋季|冬季,68%晴纶+17%尼龙+15%涤纶,36S+150D/48F*36S+150D/48F,,165,220,印染工艺,常规染色,,,,,HM1017300021,,期货,米,1000,59.84,,,,,,,,,,FCEC1017300021.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,JY72-1513,秋季|冬季,腈纶 70% 羊毛 30%,LWA02051*LWA02051,,150,320,印染工艺,常规染色,,,,,HM1017300019,,期货,米,1000,0,,,,,,,,,,FCEC1017300019.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,5#松鼠绒,秋季|冬季,涤纶 100%,16S纯涤纱+300D/96F低弹丝+4MM珠亮片+马尾巴纱*16S纯涤纱+300D/96F低弹丝+4MM珠亮片+马尾巴纱,,160,200,印染工艺,常规染色,,,,,HM1017300018,,期货,米,1000,0,,,,,,,,,,FCEC1017300018.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,30771#,秋季|冬季,腈纶 98% 银线2%,TAA0901大肚纱+SAA06601拉毛纱+19S/2晴纶固体纱+金线*TAA0901大肚纱+SAA06601拉毛纱+19S/2晴纶固体纱+金线,,150,125,印染工艺,常规染色,,,,,HM1017300017,,期货,米,1000,0,,,,,,,,,,FCEC1017300017.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,2741#,秋季|冬季,涤纶 72% 腈纶 28%,1/9NM TAA09001+150D/48F低弹丝+21S纯涤色纺纱*1/9NM TAA09001+150D/48F低弹丝+21S纯涤色纺纱,,160,162,印染工艺,常规染色,,,,,HM1017300016,,期货,米,1000,0,,,,,,,,,,FCEC1017300016.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,2762#,秋季|冬季,涤纶 98% 氨纶 2%,(30S纯涤纱+250D/96FREN)网格+40/75机苞芯氨*(30S纯涤纱+250D/96FREN)网格+40/75机苞芯氨,,135,255,印染工艺,常规染色,,,,,HM1017300014,,期货,米,1000,0,,,,,,,,,,FCEC1017300014.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,30455#,秋季|冬季,腈纶 40.6% 棉 30% 锦纶 10.5% 羊毛 10.5% 涤纶 8.4%,1/3.5NM LWN03552+1/16 NM CC1603*1/3.5NM LWN03552+1/16 NM CC1603,,170,170,印染工艺,常规染色,,,,,HM1017300013,,期货,米,1000,0,,,,,,,,,,FCEC1017300013.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,1899#横间,秋季|冬季,涤纶 62% 粘胶 38%,20S人棉纱+100D/48F有光丝+30S纯涤色纱*20S人棉纱+100D/48F有光丝+30S纯涤色纱,,175,130,印染工艺,常规染色,,,,,HM1017300012,,期货,米,1000,0,,,,,,,,,,FCEC1017300012.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,30761#,秋季|冬季,涤纶 100%,0.7玻璃丝+小牙刷纱+300D/96F低弹丝*0.7玻璃丝+小牙刷纱+300D/96F低弹丝,,160,170,印染工艺,常规染色,,,,,HM1017300011,,期货,米,1000,0,,,,,,,,,,FCEC1017300011.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,JYY40042,秋季|冬季,涤纶 63% 腈纶 37%,小牙刷纱+LAW03453+24S固体腈纶+绒毛*小牙刷纱+LAW03453+24S固体腈纶+绒毛,,150,210,印染工艺,常规染色,,,,,HM1017300009,,期货,米,1000,0,,,,,,,,,,FCEC1017300009.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,JY26-1578A#,秋季|冬季,腈纶 76% 涤纶 23% 金属丝 1%,34Nm/2公支纯晴纶固体纱+（40D/1F涤纶金丝+20D/1F双股锦纶有光单丝）加捻+3S/1段染牙刷纱*34Nm/2公支纯晴纶固体纱+（40D/1F涤纶金丝+20D/1F双股锦纶有光单丝）加捻+3S/1段染牙刷纱,,145,240,印染工艺,常规染色,,,,,HM1017300008,,期货,米,1000,0,,,,,,,,,,FCEC1017300008.jpg
chinafabric,染色与整理类,染色+印花,再生纤维,粘胶,男装|女装,JY00575#磨毛,秋季|冬季,粘胶 47% 锦纶 44% 氨纶 9%,70DSPCD4070NST140*RS30S/2,,140,160,印染工艺,常规染色,,,,,HM1017300007,,期货,米,1000,0,,,,,,,,,,FCEC1017300007.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,JY73-0967A,秋季|冬季,涤纶 100%,3S/1花式纱+5S/1花式纱+300D/96F低弹网络丝+3S/1球球纱,,150,290,印染工艺,常规染色,,,,,HM1017300006,,期货,米,1000,0,,,,,,,,,,FCEC1017300006.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,J60014,秋季|冬季,涤纶 100%,300D/72F涤纶低弹丝+2S/1花式纱+5S/1羽毛纱+4S/1亮片纱+3S/1珠片纱+300D/96F涤纶低弹网络丝*300D/72F涤纶低弹丝+2S/1花式纱+5S/1羽毛纱+4S/1亮片纱+3S/1珠片纱+300D/96F涤纶低弹网络丝,,155,140,印染工艺,常规染色,,,,,HM1017300005,,期货,米,1000,0,,,,,,,,,,FCEC1017300005.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,JY75-1686,秋季|冬季,涤纶 100%,1S/1牙刷纱+2S/1羽毛纱+300D/96F涤纶低弹丝*1S/1牙刷纱+2S/1羽毛纱+300D/96F涤纶低弹丝,,165,280,印染工艺,常规染色,,,,,HM1017300004,,期货,米,1000,0,,,,,,,,,,FCEC1017300004.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,男装|女装,雪狐绒,秋季|冬季,涤纶 100%,亮片松树毛+150D/48F低弹+松树毛*亮片松树毛+150D/48F低弹+松树毛1S/1牙刷纱+2S/1羽毛纱+300D/96F涤纶低弹丝,,160,210,印染工艺,常规染色,,,,,HM1017300003,,期货,米,1000,0,,,,,,,,,,FCEC1017300003.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,腈纶,男装|女装,JY26.0745A#,秋季|冬季,腈纶 80% 锦纶 20%,34Nm/2公支A/N90/10晴/锦混纺纱*34Nm/2公支A/N90/10晴/锦混纺纱,,148,205,印染工艺,常规染色,,,,,HM1017300001,,期货,米,1000,0,,,,,,,,,,FCEC1017300001.jpg
chinafabric,染色与整理类,染色+印花,混纺纤维,棉涤混纺,男装,1110099色条,秋季|冬季,棉 82% 涤纶 18%,40S/2*10S,,145,260,印染工艺,常规染色,,,,,HM1017000002,,期货,米,1000,0,,,,,,,,,,4f43337683391.jpg
chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,羽绒服,波浪斜,秋季|冬季,涤纶 100%,75D*150D,,147,132,印染工艺,常规染色,,,,,HM1016800003,,期货,米,1000,0,,,,,,,,,,4f4333efb1e4b.jpg
chinafabric,染色与整理类,常规染色,化学纤维,聚酸纤维,羽绒服,CLBLDJ1090,秋季|冬季,100%聚酯纤维,150*150D,,150,180,印染工艺,常规染色,,,,,HM1016700021,,期货,米,1000,0,,,,,,,,,,509e1bd1ab29e.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CLDR3380,秋季|冬季,100%涤纶,75D*75D,,140,160,印染工艺,常规染色,,,,,HM1016700020,,期货,米,1000,0,,,,,,,,,,509e22684e97a.jpg
chinafabric,染色与整理类,常规染色,化学纤维,锦纶,羽绒服,闪光尼龙绸,秋季|冬季,尼龙,40D*70D,,145,99,印染工艺,常规染色,,,,,HM1016700019,,期货,米,1000,0,,,,,,,,,,509e1bf197500.jpg
chinafabric,染色与整理类,常规染色,化学纤维,聚酸纤维,羽绒服,CL197,秋季|冬季,100%聚酯纤维,20S*20S,,150,35,印染工艺,常规染色,,,,,HM1016700016,,期货,米,1000,0,,,,,,,,,,509e1d8accd22.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CLBLDJ1257,秋季|冬季,19%锦纶33%涤纶48%coconut,140+150+300*140+150+300,,165,150,印染工艺,常规染色,,,,,HM1016700015,,期货,米,1000,0,,,,,,,,,,509e1c3ca2e0b.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CLRPET001,秋季|冬季,100%涤纶,150D*150D,,150,110,印染工艺,常规染色,,,,,HM1016700014,,期货,米,1000,0,,,,,,,,,,509e1caab7e00.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CL198,秋季|冬季,100%涤纶,150D*100D+40D,,150,140,印染工艺,常规染色,,,,,HM1016700013,,期货,米,1000,0,,,,,,,,,,509e1c6492653.jpg
chinafabric,染色与整理类,常规染色,化学纤维,聚酸纤维,羽绒服,CL027,秋季|冬季,100%涤纶,50D*50D,,150,135,印染工艺,常规染色,,,,,HM1016700012,,期货,米,1000,0,,,,,,,,,,509e1d98ee94b.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CL09F-125,秋季|冬季,涤纶/锦纶,,,148,84,印染工艺,常规染色,,,,,HM1016700011,,期货,米,1000,0,,,,,,,,,,509e1ce80d920.jpg
chinafabric,染色与整理类,常规染色,化学纤维,聚酸纤维,羽绒服,CL09F-017,秋季|冬季,100%涤纶,,,148,41,印染工艺,常规染色,,,,,HM1016700010,,期货,米,1000,0,,,,,,,,,,509e1cf555d5b.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CLJ4423,秋季|冬季,98%涤纶2%碳纤维,75+75+20*150+75+20,,150,125,印染工艺,常规染色,,,,,HM1016700008,,期货,米,1000,0,,,,,,,,,,509e1d0d7a629.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CLFH1607040,秋季|冬季,94%POLYERTER;6%SPANDEX,,,150,140,印染工艺,常规染色,,,,,HM1016700007,,期货,米,1000,0,,,,,,,,,,509e1d186fd22.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,CL09F-006,秋季|冬季,100%涤纶,,,148,243,印染工艺,常规染色,,,,,HM1016700006,,期货,米,1000,0,,,,,,,,,,509e1d26b61e0.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉涤混纺,羽绒服,舒尔简约,秋季|冬季,Cooldry 47.8% PTT 24.5% 棉 20% 亚麻 4.5% 聚乳酸纤维 3% 导电纤维 0.2%,60S/2+20D/3F*32S+150D/64F,,150,183,印染工艺,常规染色,,,,,HM1016400006,,期货,米,1000,0,,,,,,,,,,4f41d9b135807.jpg
chinafabric,染色与整理类,常规染色,化学纤维,锦纶,羽绒服,380T尼丝纺,秋季|冬季,100%尼龙,,,142,38,印染工艺,常规染色,,,,,HM1016300016,,期货,米,1000,0,,,,,,,,,,51b2865ebe780.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,春丝绒,秋季|冬季,涤纶 100% ,65D*65D,,148,135,印染工艺,常规染色,,,,,HM1016300011,,期货,米,1000,0,,,,,,,,,,4f45ddf01d353.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,若隐格,秋季|冬季,涤纶 100%,150D+150D*150D+150D,,148,115,印染工艺,常规染色,,,,,HM1016300008,,期货,米,1000,0,,,,,,,,,,4f45dcd52fce1.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,斑驳记忆,秋季|冬季,涤纶 100% ,75D*75D,,148,124,印染工艺,常规染色,,,,,HM1016300005,,期货,米,1000,0,,,,,,,,,,4f41d991a9d62.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,羽绒服,微风绸,秋季|冬季,涤纶 100% ,30D*30D,,148,81,印染工艺,常规染色,,,,,HM1016300004,,期货,米,1000,0,,,,,,,,,,4f45dd7a7e562.jpg
chinafabric,染色与整理类,常规染色,化学纤维,锦纶,羽绒服,春风细雨,秋季|冬季,锦纶 100% ,70D*70D,,148,110,印染工艺,常规染色,,,,,HM1016300002,,期货,米,1000,0,,,,,,,,,,4f45dd9400953.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,长短纤涤纶双面布,春季|秋季,涤纶 46.9% Vortex 43.1%,30S*150D,,176,307,印染工艺,常规染色,,,,,HM1016200019,,期货,米,1000,0,,,,,,,,,,FCEC1016200019.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉涤混纺,男装|女装,PP麻灰毛圈,春季|秋季,棉 46.4% 丙纶 28.57% 涤纶 25.03%,21S*21S,,187,235,印染工艺,常规染色,,,,,HM1016200017,,期货,米,1000,0,,,,,,,,,,FCEC1016200017.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,阳离子麻灰磨毛氨纶汗布,春季|秋季,涤纶 87.1% 莱卡 12.9%,150D*70D,,168,282,印染工艺,常规染色,,,,,HM1016200016,,期货,米,1000,0,,,,,,,,,,FCEC1016200016.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,全涤方格布,春季|秋季,涤纶 100%,75D/36F+75D/48F*75D/36F+75D/48F,,147,180,印染工艺,常规染色,,,,,HM1016200015,,期货,米,500,46,,,,,,,,,,FCEC1016200015.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,双面粒子布,春季|秋季,涤纶 100%,75D/36F+150D/48F+100D/48F*75D/36F+150D/48F+100D/48F,,160,220,印染工艺,常规染色,,,,,HM1016200014,,期货,米,500,43.5,,,,,,,,,,FCEC1016200014.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,涤纶,男装|女装,阳离子彩条T400,春季|秋季,阳离子 83.2% T 16.8%,75D/72FCD+50D/34FT400 *75D/72FCD+50D/34FT400,,145,158,印染工艺,常规染色,,,,,HM1016200013,,期货,米,500,67.5,,,,,,,,,,FCEC1016200013.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,阳涤卫衣布,春季|秋季,阳涤复合丝 93% 氨纶 7%,150D/144F阳涤复合丝+40DOP*150D/144F阳涤复合丝+40DOP,,180,300,印染工艺,常规染色,,,,,HM1016200012,,期货,米,500,62,,,,,,,,,,FCEC1016200012.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,彩灰珠地布,春季|秋季,阳涤复合丝 100%,150D/144F阳涤复合丝*150D/144F阳涤复合丝,,176,165,印染工艺,常规染色,,,,,HM1016200011,,期货,米,500,52.5,,,,,,,,,,FCEC1016200011.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,竹炭石块布,春季|秋季,涤纶 76.2% 竹炭 23.8%,75D/72F+75D/72F竹炭*75D/72F+75D/72F竹炭,,180,160,印染工艺,常规染色,,,,,HM1016200010,,期货,米,500,56,,,,,,,,,,FCEC1016200010.jpg
chinafabric,染色与整理类,常规染色,化学纤维,锦纶,男装|女装,全涤菠萝布,春季|秋季,涤纶 100%,150D/48F*150D/48F,,180,190,印染工艺,常规染色,,,,,HM1016200009,,期货,米,500,42.5,,,,,,,,,,FCEC1016200009.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,氨纶健康布,春季|秋季,涤纶 89% 氨纶 11%,75D/72F+30DOP*75D/72F+30DOP,,152,338,印染工艺,常规染色,,,,,HM1016200008,,期货,米,500,64.5,,,,,,,,,,FCEC1016200008.jpg
chinafabric,染色与整理类,常规染色,化学纤维,丙纶,男装|女装,PP毛圈,春季|秋季,丙纶 56% 棉 44%,32sc+21Spp*32sc+21Spp,,171,205,印染工艺,常规染色,,,,,HM1016200007,,期货,米,500,79.5,,,,,,,,,,FCEC1016200007.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉涤混纺,男装|女装,PP麻灰毛圈,春季|秋季,丙纶 28.57% CVC 71.43%,21s短纤pp+21scvc*21s短纤pp+21scvc,,187,232,印染工艺,常规染色,,,,,HM1016200006,,期货,米,500,75.5,,,,,,,,,,FCEC1016200006.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,空气层拉毛布,春季|秋季,涤纶 100%,100D/36F+100D/96F*100D/36F+100D/96F,,182,210,印染工艺,常规染色,,,,,HM1016200005,,期货,米,500,48.5,,,,,,,,,,FCEC1016200005.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,高收缩空气层,春季|秋季,涤纶 100%,75D/72F+30D/12F高收缩纱线*75D/72F+30D/12F高收缩纱线,,152,160,印染工艺,常规染色,,,,,HM1016200004,,期货,米,500,55.5,,,,,,,,,,FCEC1016200004.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,夹层健康布,春季|秋季,涤纶 100%,100D/36F+75D/72F+100D/144F*100D/36F+75D/72F+100D/144F,,182,230,印染工艺,常规染色,,,,,HM1016200003,,期货,米,500,46.5,,,,,,,,,,FCEC1016200003.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉,男装|女装,特可棉打基布,春季|秋季,特可棉 100%,32S TECHCOTTON（特可棉）*32ST ECHCOTTON （特可棉）,,166,340,印染工艺,常规染色,,,,,HM1016200002,,期货,米,500,56.5,,,,,,,,,,FCEC1016200002.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,阳离子麻灰氨纶汗布,春季|秋季,阳涤复合丝 87.1% 氨纶 12.9%,150/144阳涤复合丝+70DOP*150/144阳涤复合丝+70DOP,,168,282,印染工艺,常规染色,,,,,HM1016200001,,期货,米,500,63.5,,,,,,,,,,FCEC1016200001.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,灰色格调,春季|秋季,涤纶 54% T400 46%,75D*150D,,150,230,印染工艺,常规染色,,,,,HM1016000015,,期货,米,1000,0,,,,,,,,,,4f4334f3f0a0a.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,天作之合,春季|秋季,天丝 72% 涤纶 28%,20S*150D,,150,187,印染工艺,常规染色,,,,,HM1016000011,,期货,米,1000,0,,,,,,,,,,4f45dbeb447d0.jpg
chinafabric,染色与整理类,常规染色,化学纤维,锦纶,男装|女装,雾趣,春季|秋季,锦纶 47% 棉 49% 氨纶 4%,70D*32S+40D,,150,186,印染工艺,常规染色,,,,,HM1016000004,,期货,米,1000,0,,,,,,,,,,4f45dcb69f8cb.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,男装|女装,丝丝入扣,春季|秋季,涤纶 97% 氨纶 3%,50D*70D+40D,,150,120,印染工艺,常规染色,,,,,HM1016000003,,期货,米,1000,0,,,,,,,,,,4f45dc61da724.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉氨纶,男装|女装,弹力碳磨整理,春季|秋季,棉 97% 氨纶 3%,32S*16S+70D,,130,287,印染工艺,常规染色,,,,,HM1015800008,,期货,米,1000,0,,,,,,,,,,4f45dbd0716bd.jpg
chinafabric,提花类,大提花,混纺纤维,棉涤混纺,男装|女装,涤棉提花布,春季|秋季,棉 72% 涤纶 25% 氨纶 3%,32S/2+16S*12S+70D+12S+70D,,148,289,印染工艺,常规染色,,,,,HM1015800006,,期货,米,1000,0,,,,,,,,,,4f45dc4b5d7cb.jpg
chinafabric,染色与整理类,染色+印花,天然纤维,棉,男装|女装,仿天丝,春季|秋季,棉 100%,60S*60S,,148,123,印染工艺,常规染色,,,,,HM1015800005,,期货,米,1000,0,,,,,,,,,,4f45dc9f12ad4.jpg
